player_id,first_name,last_name,team name,oppenent team name,total points predicted
79,Ben,Pearson,Bournemouth,Newcastle,0.364
80,Darren,Randolph,Bournemouth,Newcastle,0.292
81,Joe,Rothwell,Bournemouth,Newcastle,0.738
82,Antoine,Semenyo,Bournemouth,Newcastle,0.756
83,Marcos,Senesi,Bournemouth,Newcastle,0.33
84,Adam,Smith,Bournemouth,Newcastle,0.643
85,Dominic,Solanke,Bournemouth,Newcastle,2.167
86,Marcus,Tavernier,Bournemouth,Newcastle,1.509
87,Hamed,Traorè,Bournemouth,Newcastle,0.364
88,Mark,Travers,Bournemouth,Newcastle,0.292
89,Illia,Zabarnyi,Bournemouth,Newcastle,1.138
90,Kristoffer,Ajer,Brentford,Liverpool,1.195
91,Ellery,Balcombe,Brentford,Liverpool,0.31
92,Shandon,Baptiste,Brentford,Liverpool,0.389
93,Mads,Bech Sørensen,Brentford,Liverpool,0.427
94,Mads,Bidstrup,Brentford,Liverpool,0.389
95,Sergi,Canós Tenés,Brentford,Liverpool,0.389
96,Nathan,Collins,Brentford,Liverpool,1.15
97,Matthew,Cox,Brentford,Liverpool,0.31
98,Mikkel,Damsgaard,Brentford,Liverpool,0.389
99,Josh,Dasilva,Brentford,Liverpool,0.389
100,Halil,Dervişoğlu,Brentford,Liverpool,0.28
101,Mark,Flekken,Brentford,Liverpool,1.107
102,Charlie,Goode,Brentford,Liverpool,0.427
103,Rico,Henry,Brentford,Liverpool,0.427
104,Aaron,Hickey,Brentford,Liverpool,0.73
