gameWeek,minutes_played_last5,clean_sheets_last5,bps_last5,player_starts_last5,expected_goals_last5,expected_assists_last5,expected_goal_involvements_last5,expected_goals_conceded_last5,total_points_last5,difficulty,is_home_team,player_type_1,player_type_2,player_type_3,player_type_4
2,4.51085950651685,0.0,3.1354942159291497,0.6931471805599453,0.01980262729617973,0.0,0.01980262729617973,0.8960880245566357,1.3862943611198906,2,0,0,1,0,0
2,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,0,1,0,0,0
4,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,0,0,0,1,0
5,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,1,0,0,0
2,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,0,1,0
8,4.51085950651685,0.0,2.9444389791664403,0.7884573603642703,0.0,0.003992021269537457,0.003992021269537457,1.0050339417085437,1.3862943611198906,3,1,1,0,0,0
10,3.380994674344636,0.0,2.501435951739211,0.0,0.34642256747438094,0.04688358589885046,0.37980536132758674,0.32930374714260047,1.6094379124341003,2,1,0,0,1,0
4,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,4,0,0,1,0,0
5,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,5,1,0,0,1,0
4,4.110873864173311,0.28768207245178085,2.995732273553991,0.5108256237659906,0.0,0.1570037488096647,0.1570037488096647,0.8572481912403718,1.3862943611198906,4,0,0,1,0,0
11,4.389498649512583,0.3364722366212129,2.954910279033736,0.6931471805599453,0.10074990310014315,0.3307415619122278,0.40413088509502776,0.5687171021817683,1.5686159179138452,3,1,0,0,1,0
11,4.45898767581001,0.3364722366212129,2.8094026953624978,0.6931471805599453,0.0,0.06578774053800295,0.06578774053800295,0.7109870986882764,1.3862943611198906,2,0,0,0,1,0
8,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,0,1,0
5,4.081765780015241,0.0,0.9162907318741551,0.5596157879354227,0.069992371820035,0.014888612493750559,0.08388148398070203,0.9222728035517024,1.0986122886681098,3,0,0,0,0,1
8,4.449685283147696,0.1823215567939546,2.833213344056216,0.6931471805599453,0.2515366258154277,0.035367143837291344,0.27914574142949444,0.8188983858655056,1.6094379124341003,3,1,0,0,1,0
11,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,1,0,0,0
4,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,1,0,0
11,4.456670177669648,0.0,2.760009940032921,0.7884573603642703,0.347835995271528,0.044973365642731196,0.37980536132758674,1.1835659945482735,1.916922612182061,4,1,0,0,0,1
10,2.975529566236472,0.1823215567939546,1.6863989535702288,0.3364722366212129,0.011928570865273812,0.003992021269537457,0.015873349156290163,0.07881118042428985,1.0296194171811581,2,0,0,0,1,0
5,4.123093975508087,0.22314355131420976,2.9041650800285006,0.5596157879354227,0.2151113796169455,0.004987541511038968,0.219135529916671,1.3513146422238638,1.6094379124341003,2,1,0,1,0,0
11,2.341805806147327,0.0,1.7578579175523736,0.0,0.009950330853168092,0.02761516703297339,0.03729578474369693,0.28367405105424215,0.8754687373538999,3,1,0,0,1,0
6,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,0,0,1
9,1.4350845252893227,0.0,1.4816045409242156,0.0,0.0,0.001998002662673058,0.001998002662673058,0.025667746748577813,0.7884573603642703,3,0,0,0,1,0
10,4.189654742026425,0.3364722366212129,1.8870696490323797,0.47000362924573563,0.0695260626486103,0.05259245011917063,0.11867152971749854,0.9368773654825434,1.4350845252893227,3,1,0,0,0,1
9,4.51085950651685,0.1823215567939546,3.0726933146901194,0.6931471805599453,0.06765864847381466,0.013902905168991434,0.08065790301745433,0.9470139045169957,1.8870696490323797,2,1,0,1,0,0
3,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,0,0,1
6,3.775057150354989,0.0,1.6486586255873816,0.3364722366212129,0.06765864847381466,0.11689375147149943,0.1773090149704103,0.6184236343640089,1.1631508098056809,3,0,0,0,1,0
7,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,0,1,0
9,3.4339872044851463,0.0,2.4336133554004498,0.3364722366212129,0.0,0.001998002662673058,0.001998002662673058,0.3688011237365729,1.0986122886681098,2,0,0,1,0,0
6,4.51085950651685,0.3364722366212129,3.0155349008501706,0.6931471805599453,0.023716526617316065,0.050693114315518165,0.07325046173959274,1.2985554468118838,1.5686159179138452,2,0,0,1,0,0
11,4.02535169073515,0.0,2.517696472610991,0.47000362924573563,0.003992021269537457,0.011928570865273812,0.015873349156290163,0.6312717768418579,1.0296194171811581,2,0,0,1,0,0
6,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,4,1,0,0,0,1
7,0.4054651081081644,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.004987541511038968,0.9162907318741551,2,1,0,0,1,0
4,4.386184644822546,0.28768207245178085,3.060270794691562,0.6931471805599453,0.28266953062823663,0.11926342082681755,0.37385976869283327,0.9122827104766164,1.6739764335716716,4,0,0,0,1,0
9,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,0,1,0
3,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,1,0,0,0
2,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,1,0,0,0
2,4.51085950651685,0.0,2.4849066497880004,0.6931471805599453,0.0,0.02955880224154443,0.02955880224154443,0.7793248768009975,1.0986122886681098,2,0,0,1,0,0
3,4.51085950651685,0.4054651081081644,3.295836866004329,0.6931471805599453,0.01980262729617973,0.10436001532424286,0.12221763272424911,0.6205764877251098,1.791759469228055,2,1,0,1,0,0
11,2.2823823856765264,0.0,1.33500106673234,0.0,0.054488185284069776,0.0,0.054488185284069776,0.13627761829254775,0.7884573603642703,3,1,0,0,0,1
10,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,0,0,1
10,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,0,0,0,0,1
6,4.174387269895637,0.0,1.791759469228055,0.5877866649021191,0.05259245011917063,0.013902905168991434,0.06578774053800295,0.8492958630498767,1.2237754316221157,2,1,0,0,1,0
4,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,1,0,0
3,4.51085950651685,0.0,3.1570004211501135,0.6931471805599453,0.0,0.0,0.0,1.0134174426048779,1.5040773967762742,2,1,1,0,0,0
6,2.9444389791664403,0.0,1.791759469228055,0.1823215567939546,0.003992021269537457,0.001998002662673058,0.005982071677547469,0.13453089295760606,0.8754687373538999,3,1,0,1,0,0
4,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,0,1,0,0,0
11,3.054001181677967,0.0,1.6094379124341003,0.3364722366212129,0.02176149178151271,0.005982071677547469,0.02761516703297339,0.7168637071772613,0.6931471805599453,2,0,0,0,1,0
6,4.493120682179469,0.3364722366212129,3.0819099697950434,0.6931471805599453,0.29266961396282004,0.08801087732271337,0.3590720685384538,0.5341514490694873,1.9459101490553132,3,1,0,0,1,0
7,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,1,0,0
8,2.6390573296152584,0.1823215567939546,1.5260563034950492,0.1823215567939546,0.013902905168991434,0.0,0.013902905168991434,0.1097508639591191,0.9555114450274363,2,1,0,0,1,0
3,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,0,1,0
3,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,4,0,0,1,0,0
5,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,4,0,0,0,1,0
2,4.51085950651685,0.6931471805599453,3.7376696182833684,0.6931471805599453,0.4382549309311553,0.0,0.4382549309311553,1.184789984909162,2.772588722239781,3,0,0,1,0,0
4,4.386184644822546,0.28768207245178085,2.751535313041949,0.6931471805599453,0.009950330853168092,0.032789822822990755,0.042420715883952055,0.546192767603282,1.466337068793427,2,1,0,1,0,0
11,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,1,0,0,0
5,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,1,0,0,0
7,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,0,0,1
11,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,4,1,0,0,1,0
7,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,0,1,0
7,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,1,0,0
2,4.477336814478207,0.0,3.1780538303479458,0.6931471805599453,0.009950330853168092,0.02955880224154443,0.03922071315328133,0.9001613499442714,1.3862943611198906,3,1,0,0,1,0
7,2.151762203259462,0.0,1.8562979903656263,0.0,0.0,0.003992021269537457,0.003992021269537457,0.26236426446749106,0.8754687373538999,3,1,0,0,1,0
3,3.295836866004329,0.0,1.791759469228055,0.0,0.03440142671733232,0.004987541511038968,0.03922071315328133,0.2851789422336623,1.0986122886681098,2,1,0,0,1,0
10,4.51085950651685,0.1823215567939546,2.9338568698359038,0.6931471805599453,0.0,0.05259245011917063,0.05259245011917063,0.7802418874108791,1.4350845252893227,3,0,0,1,0,0
2,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,0,0,0,0,1
11,2.975529566236472,0.0,1.6863989535702288,0.1823215567939546,0.023716526617316065,0.015873349156290163,0.03922071315328133,0.5164100020598913,0.8754687373538999,2,1,0,0,1,0
4,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,1,0,0
2,4.30406509320417,0.6931471805599453,2.772588722239781,0.6931471805599453,0.03922071315328133,0.10436001532424286,0.13976194237515863,0.34358970439007686,1.6094379124341003,2,0,0,0,1,0
7,3.4531571205928664,0.1823215567939546,2.451005098112319,0.3364722366212129,0.013902905168991434,0.07325046173959274,0.08617769624105241,0.6108519378331152,1.33500106673234,4,1,0,0,1,0
3,4.219507705176107,0.4054651081081644,2.772588722239781,0.6931471805599453,0.0,0.07232066157962608,0.07232066157962608,0.506817602368452,1.252762968495368,2,1,0,0,1,0
5,4.3694478524670215,0.0,2.2512917986064953,0.6931471805599453,0.11778303565638346,0.06297479916138839,0.17395330712343798,1.2520484275574992,1.252762968495368,2,1,0,0,0,1
10,2.517696472610991,0.0,1.2809338454620642,0.0,0.017839918128331016,0.007968169649176881,0.025667746748577813,0.406797553341943,0.8754687373538999,4,0,0,0,1,0
11,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,0,1,0
6,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,0,0,1,0,0
6,4.007333185232471,0.0,2.760009940032921,0.47000362924573563,0.0,0.0,0.0,0.6386909947638865,1.2809338454620642,2,1,1,0,0,0
9,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,1,0,0
11,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,1,0,0
8,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,1,0,0
3,2.1972245773362196,0.0,2.970414465569701,0.0,0.2429461786103894,0.0,0.2429461786103894,0.014888612493750559,1.7047480922384253,2,0,0,0,0,1
4,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,0,0,0,1,0
3,0.4054651081081644,0.0,1.7047480922384253,0.0,0.0,0.0,0.0,0.0,0.9162907318741551,3,0,0,1,0,0
7,3.2733640101522705,0.1823215567939546,2.2823823856765264,0.1823215567939546,0.031498667059371016,0.005982071677547469,0.03729578474369693,0.4265740713183996,1.2237754316221157,5,1,0,1,0,0
5,4.454347296253507,0.22314355131420976,2.7245795030534206,0.6931471805599453,0.3920420877760237,0.09075436326846412,0.4542552722775964,0.9858167945227652,1.6094379124341003,4,1,0,0,0,1
5,4.445588116163626,0.0,2.6567569067146595,0.6931471805599453,0.024692612590371414,0.0,0.024692612590371414,1.2074666935801919,1.0986122886681098,3,0,0,1,0,0
10,3.367295829986474,0.1823215567939546,1.8870696490323797,0.1823215567939546,0.1939206926373065,0.044973365642731196,0.23111172096338664,0.3811724155391198,1.2237754316221157,3,0,0,0,0,1
11,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,0,1,0
3,2.772588722239781,0.0,0.0,0.0,0.01980262729617973,0.02955880224154443,0.04879016416943204,0.521765563804325,0.0,3,1,0,0,1,0
3,3.6506582412937387,0.0,1.9459101490553132,0.4054651081081644,0.0,0.0,0.0,0.7747271675523681,0.6931471805599453,3,0,0,1,0,0
11,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,0,1,0
2,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,0,0,0,0,1
5,1.7047480922384253,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.13758566295256314,0.6931471805599453,2,1,0,1,0,0
7,1.6486586255873816,0.0,1.791759469228055,0.0,0.0,0.001998002662673058,0.001998002662673058,0.17898265552843995,1.0296194171811581,2,1,0,0,0,1
11,4.183575695950044,0.3364722366212129,2.2192034840549946,0.5877866649021191,0.16551443847757333,0.04879016416943204,0.20701416938432612,0.5709795465857378,1.3862943611198906,4,0,0,0,0,1
2,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,4,1,0,0,1,0
10,3.109060958860994,0.0,1.916922612182061,0.1823215567939546,0.0,0.0,0.0,0.5446471722415014,0.9555114450274363,3,1,0,1,0,0
8,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,1,0,0
5,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,1,0,0,0
5,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,0,1,0
6,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,0,1,0
11,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,0,1,0
8,3.858622228701031,0.0,2.533696813957432,0.47000362924573563,0.01980262729617973,0.058268908123975824,0.0769610411361284,0.3148107398400336,1.0986122886681098,4,0,0,0,1,0
3,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,1,0,0
8,3.1986731175506815,0.22314355131420976,2.691243082785829,0.22314355131420976,0.0,0.03440142671733232,0.03440142671733232,0.38014730012387443,1.6094379124341003,3,1,0,1,0,0
3,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,1,0,0
4,4.51085950651685,0.5108256237659906,3.4011973816621555,0.6931471805599453,0.013245226750020505,0.013245226750020505,0.026317308317373358,0.9400072584914709,1.8971199848858813,2,0,0,1,0,0
7,2.302585092994046,0.0,1.7227665977411035,0.0,0.0,0.001998002662673058,0.001998002662673058,0.14323416808590775,0.8754687373538999,2,0,0,0,1,0
7,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,1,0,0
4,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,0,0,0,1,0
7,3.4719664525503626,0.1823215567939546,2.833213344056216,0.1823215567939546,0.19721016928770527,0.17898265552843995,0.34642256747438094,0.5911144549947938,1.824549292051046,3,1,0,0,1,0
9,3.7612001156935624,0.0,2.1972245773362196,0.47000362924573563,0.03922071315328133,0.2530906276821619,0.28367405105424215,0.6216511788548753,0.6931471805599453,3,1,0,0,1,0
3,1.0986122886681098,0.0,2.6026896854443837,0.0,0.0,0.13540463700620298,0.13540463700620298,0.14842000511827322,1.3862943611198906,4,1,0,0,1,0
3,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,0,0,1
2,3.7376696182833684,0.0,2.0794415416798357,0.0,0.06765864847381486,0.009950330853168092,0.0769610411361284,0.45107561936021656,1.0986122886681098,2,0,0,0,1,0
10,4.152613470346076,0.1823215567939546,2.533696813957432,0.5877866649021191,0.05638033343610769,0.02955880224154443,0.08434114843375096,0.9050275395954444,1.4816045409242156,4,0,0,0,1,0
9,4.51085950651685,0.0,2.954910279033736,0.7884573603642703,0.02955880224154443,0.08065790301745454,0.10795714150509217,0.9976863700781492,1.3862943611198906,2,0,0,0,1,0
3,4.400603020246817,0.0,3.332204510175204,0.6931471805599453,0.4855078157817008,0.12221763272424911,0.5624688569178291,0.7608058290337599,2.2512917986064953,4,0,0,0,1,0
7,4.028916756899646,0.1823215567939546,1.7578579175523736,0.47000362924573563,0.1327811112338184,0.04688358589885046,0.17395330712343798,0.4637340162321402,1.1631508098056809,2,0,0,0,1,0
10,3.6428355156125294,0.0,2.174751721484161,0.3364722366212129,0.009950330853168092,0.08250122151174377,0.09166718852582387,0.4774756440844366,1.1631508098056809,2,0,0,0,1,0
6,4.51085950651685,0.1823215567939546,3.1354942159291497,0.6931471805599453,0.005982071677547469,0.08065790301745454,0.08617769624105241,0.9562803800903137,1.6863989535702288,2,1,0,1,0,0
5,1.6094379124341003,0.0,1.791759469228055,0.0,0.0,0.004987541511038968,0.004987541511038968,0.02955880224154443,0.8109302162163288,2,1,0,0,1,0
9,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,0,1,0
6,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,0,1,0
7,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,4,0,0,0,1,0
4,3.7534179752515073,0.0,2.456735772821304,0.5108256237659906,0.026317308317373358,0.06140862812864342,0.08617769624105241,0.5027934520687264,1.3862943611198906,2,1,0,0,1,0
7,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,1,0,0,0
8,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,0,1,0
6,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,0,1,0
9,4.51085950651685,0.1823215567939546,3.288401887516811,0.6931471805599453,0.054488185284069776,0.14149956227369942,0.18896609951262316,0.6460555730260947,1.9459101490553132,4,0,0,1,0,0
5,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,1,0,0,0
2,4.3694478524670215,0.6931471805599453,3.58351893845611,0.6931471805599453,0.2700271372130602,0.009950330853168092,0.27763173659827955,0.20701416938432612,2.1972245773362196,4,1,0,1,0,0
7,2.975529566236472,0.0,1.7227665977411035,0.1823215567939546,0.0,0.005982071677547469,0.005982071677547469,0.28968007511445387,0.6931471805599453,3,1,0,1,0,0
8,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,5,1,0,0,1,0
5,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,0,1,0
5,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,4,1,0,0,1,0
7,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,1,0,0,0
10,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,0,0,1
2,3.4011973816621555,0.0,1.3862943611198906,0.0,0.01980262729617973,0.009950330853168092,0.02955880224154443,0.8109302162163288,1.0986122886681098,3,0,0,0,1,0
9,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,0,0,0,0,1
3,4.394449154672439,0.0,2.833213344056216,0.6931471805599453,0.06297479916138839,0.03922071315328133,0.09984533496971612,1.0402767116551463,0.9162907318741551,2,0,0,1,0,0
6,3.92395157629342,0.0,2.6390573296152584,0.47000362924573563,0.0,0.04879016416943204,0.04879016416943204,0.9329511727672622,1.2237754316221157,3,0,0,1,0,0
6,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,1,0,0,0
8,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,4,1,0,0,1,0
5,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,1,0,0
3,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,1,0,0
9,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,1,0,0,0
11,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,1,0,0
10,1.5260563034950492,0.0,1.4816045409242156,0.0,0.0,0.0,0.0,0.0,0.7884573603642703,3,0,0,0,1,0
11,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,0,0,1
2,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,1,0,0
7,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,0,1,0
3,4.51085950651685,0.4054651081081644,3.1570004211501135,0.6931471805599453,0.058268908123975824,0.014888612493750559,0.07232066157962608,1.4504421809436425,1.8718021769015913,4,0,0,1,0,0
2,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,0,0,1
10,2.681021528714291,0.1823215567939546,2.2192034840549946,0.1823215567939546,0.0,0.001998002662673058,0.001998002662673058,0.06765864847381466,1.2237754316221157,4,0,0,1,0,0
3,3.6888794541139363,0.4054651081081644,2.995732273553991,0.4054651081081644,0.14410034397375687,0.004987541511038968,0.14842000511827322,0.10885440491208208,1.7047480922384253,2,0,0,1,0,0
3,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,1,0,0
7,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,0,0,1
3,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,4,0,0,1,0,0
4,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,0,1,0
9,4.51085950651685,0.1823215567939546,3.5085558999826545,0.6931471805599453,0.6820862332005203,0.06578774053800315,0.7158866675294346,0.6173454671436633,2.2192034840549946,3,1,0,0,0,1
9,4.257030144499196,0.47000362924573563,2.9652730660692823,0.47000362924573563,0.1587116911548208,0.11689375147149943,0.25928259793008296,0.5247285289349821,1.8870696490323797,2,1,0,0,1,0
4,3.8066624897703196,0.0,2.2335922215070942,0.5108256237659906,0.016529301951210506,0.08311490671050659,0.09833590072086179,0.7047463164032972,0.9808292530117262,2,1,0,1,0,0
10,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,4,0,0,0,1,0
9,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,0,0,1,0
6,3.8628327612373745,0.0,1.0296194171811581,0.47000362924573563,0.056380333436107474,0.011928570865273812,0.06765864847381466,0.7938970836600883,1.0296194171811581,4,1,0,0,0,1
2,4.1588830833596715,0.0,2.5649493574615367,0.6931471805599453,0.01980262729617973,0.23111172096338664,0.2468600779315258,0.9360933591703348,1.0986122886681098,3,0,0,1,0,0
6,4.290459441148391,0.0,2.7212954278522306,0.5877866649021191,0.001998002662673058,0.04879016416943204,0.050693114315518165,0.973049065692764,1.1631508098056809,2,1,0,0,1,0
5,2.9041650800285006,0.0,2.6567569067146595,0.22314355131420976,0.02955880224154443,0.07464354299576571,0.10210522293715359,0.22114154864353672,1.55814461804655,2,1,0,0,1,0
3,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,0,0,0,1,0
11,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,5,0,0,0,1,0
7,3.7471483622379123,0.0,2.4849066497880004,0.47000362924573563,0.09349034308733897,0.01980262729617973,0.11154137473290732,0.7765687886990177,1.2237754316221157,3,0,0,1,0,0
3,3.901972669574645,0.4054651081081644,2.772588722239781,0.4054651081081644,0.03922071315328133,0.2700271372130602,0.30010459245033816,0.4285303810391606,1.7047480922384253,2,0,0,0,1,0
10,3.4011973816621555,0.0,1.7578579175523736,0.3364722366212129,0.0,0.005982071677547469,0.005982071677547469,0.5966362801791015,0.5877866649021191,4,0,0,1,0,0
3,3.332204510175204,0.0,2.3513752571634776,0.0,0.03922071315328133,0.0769610411361284,0.11332868530700327,0.44147554563119756,1.0986122886681098,2,1,0,0,1,0
5,4.366278277705742,0.22314355131420976,2.6741486494265287,0.6931471805599453,0.03440142671733232,0.022250608934819723,0.055907631938296086,0.965080896043587,1.252762968495368,4,1,0,0,1,0
10,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,0,0,1,0,0
7,4.406719247264253,0.0,2.747270914255491,0.6931471805599453,0.017839918128331016,0.06391332574365285,0.08065790301745454,0.8153648132841944,1.2809338454620642,2,1,0,0,1,0
6,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,1,0,0,0,1
7,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,4,0,1,0,0,0
3,4.460144413937834,0.4054651081081644,1.5040773967762742,0.6931471805599453,0.2851789422336623,0.03440142671733232,0.31115442863692305,1.0206507471983979,1.5040773967762742,2,1,0,0,1,0
7,4.4331949212482815,0.3364722366212129,2.9338568698359038,0.6931471805599453,0.003992021269537457,0.02955880224154443,0.033434776086237204,0.7333289701927771,1.4350845252893227,3,1,0,0,1,0
5,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2,0,1,0,0,0
11,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3,1,0,0,0,1
2,4.51085950651685,0.0,3.044522437723423,0.6931471805599453,0.0,0.0,0.0,0.8153648132841944,1.3862943611198906,2,0,1,0,0,0
11,4.366912996863833,0.3364722366212129,3.0726933146901194,0.6931471805599453,0.2199384203652614,0.0620353909194527,0.27002713721306004,0.4574248470388755,1.8562979903656263,2,1,0,0,0,1
